,Q,A,label
11815,회식 중이라고 하는데 연락이 안돼.,정신 없이 바쁠지도 몰라요. 조금만 더 기다려보고 물어보는게 좋을 것 같아요.,2
11816,회식하는데 나만 챙겨줘. 썸임?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,2
11817,후회 없이 사랑하고 싶어,진심으로 다가가 보세요.,2
11818,훔쳐보는 것도 눈치 보임.,티가 나니까 눈치가 보이는 거죠!,2
11819,훔쳐보는 것도 눈치 보임.,훔쳐보는 거 티나나봐요.,2
11820,흑기사 해주는 짝남.,설렜겠어요.,2
11821,힘든 연애 좋은 연애라는게 무슨 차이일까?,잘 헤어질 수 있는 사이 여부인 거 같아요.,2
11822,힘들어서 결혼할까봐,도피성 결혼은 하지 않길 바라요.,2
11824,아이스아메리카노 하나요,테이크아웃하실 건가요?,0
11825,네 텀블러에 넣어주세요,텀블러 할인 300원 해드릴게요,0
11826,그란데 사이즈로 주세요,적립카드 있으세요?,0
11827,네 보고쿠폰으로 결제할게요,현금영수증 해드릴까요?,0
11828,괜찮습니다,저쪽에서 잠시만 대기해주세요,0
11829,저 카푸치노로 주문할게요,시럽은 얼마나 뿌려드릴까요?,0
11830,3번 뿌려주세요,위에 크림 올려드릴까요?,0
11831,네 많이 올려주세요,오늘 이벤트 해서 커피를 주문하시면 2000원 추가하시면 브레드를 드립니다,0
11832,그럼 2000원 추가해서 브레드도 같이 시킬게요,그럼 카푸치노와 브레드 결제 도와드리겠습니다,0
11833,저 도장 다 모았는데 나중에 써도 되나요?,네 다음에 써도 됩니다,0
11834,이 기프티콘 여기서 사용할 수 있나요?,사용 가능하십니다,0
11835,그럼 이 기프티콘 쓰고 다른걸로 주문할게요,어떤 걸로 하시겠어요?,0
11836,자바칩 프라푸치노에 휘핑 빼고요,6600원입니다,0
11837,여기 기프티콘 대면 되죠?,네 현금영수증 해드릴까요?,0
11838,네 번호 입력할게요,다 되셨습니다,0
11839,"따뜻한 아메리카노 한 잔, 아이스라떼 한 잔이요.",드시고 가시나요?,0
11840,"네, 그런데 중간에 테이크 아웃도 가능한가요?","네, 카운터로 오시면 테이크 아웃 잔에 담아드려요.",0
11841,"네, 스콘도 3개 같이 주세요.",스콘도 드시고 가시나요?,0
11842,네.,데워드릴까요?,0
11843,"네, 데워주세요.","네, 잠시만 기다려주세요.",0
11844,카푸치노 차갑게 되나요?,가능합니다,0
11845,아이스 카푸치노 개인컵에 주실 수 있나요?,개인컵 사이즈가 작아서 음료가 다 안 들어가요,0
11846,음료와 같이 먹을 빵 추천해주세요,호두 베이글이 잘 어울려요,0
11847,모바일 쿠폰으로 결제할 수 있어요?,네 가능해요,0
11848,화장실은 어디에 있나요?,오른쪽 벽쪽으로 있어요,0
11849,여기에서 제일 잘나가는 커피가 뭐에요?,요새는 이 라이트한 맛의 아이스아메리카노가 제일 잘나가요.,0
11850,라이트한 맛의 아이스아메리카노요?,"네, 저희 가게 마스코트 메뉴에요.",0
11851,"그럼 그거 한잔하고, 카페라떼 주세요.","처음오시는거면, 쿠폰 찍어 드릴까요?",0
11852,쿠폰 찍어주세요!,10개 다모아오시면 커피한잔 드려요.,0
11853,"오, 감사합니다!",편하신 자리 앉아계시면 가져다 드릴게요.,0
11854,아메리카노 톨 사이즈로 주세요,따뜻한 거로 드릴까요?,0
11855,네 그리고 이 맴버쉽 할인 사용할게요,네 드시고 가시나요?,0
11856,네 먹고갈게요,3600원 결제 도와드리겠습니다,0
11857,진동밸을 따로 주시나요?,주문번호로 불러드리겠습니다,0
11858,와이파이 비밀번호는 뭐에요?,영수증 하단에 적혀있습니다,0
11859,계절메뉴 주문가능한가요?,"네, 가능합니다.",0
11860,배달 하시나요?,"네, 배달비 3000원입니다.",0
11861,콘센트 자리 있나요?,"네, 있습니다.",0
11862,커피에 샷 추가 가능한가요?,"네, 가능합니다. ",0
11863,남은 음료 담아 주시나요?,"네, 담아드립니다.",0
11864,밀크티 있나요?,네 있습니다,0
11865,밀크티에 혹시 우유가 들어가나요 아니면 우유 분말이 들어가나요?,저희는 우유 분말을 사용하고 있어요,0
11866,밀크티 홍차 종류는 뭐가 있어요?,"루이보스, 아쌈 이렇게 두개있습니다.",0
11867,그럼 루이보스 밀크티 하나 주시겠어요?,네 알겠습니다.,0
11868,쿠폰 주시나요?,네 드릴게요 잠시만요,0
11869,아이스 아메리카노 한잔이요,드시고 가시는거세요?,0
11870,아니요,테이크 아웃은 잔 값 따로 더 받는데 괜찮으시겠어요?,0
11871,텀블러 가져왔는데 여기에 담아주세요,알겠습니다,0
11872,쿠폰 있는데 도장도 찍어주세요,도장 이미 다 채우셔서 이번 음료 무료로 가능하신데 결제 취소하고 무료로 드릴까요?,0
11873,다음번에 무료로 하고 이번엔 새로 도장 찍어주세요,네,0
11874,2명 창가자리에 앉을 수 있을까요?,네 기다리시면 안내해드릴게요,0
11875,네 부탁드립니다,주문은 어떤걸로 하시겠어요?,0
11876,저는 우선 따뜻한 물이랑 커피주세요,커피는 시럽은 넣어드릴까요?,0
11877,아니요 시럽넣지 말고 주세요,네 더 필요한건 없으세요?,0
11878,혹시 빵 종류도 있나요?,네 저기서 직접 가져오시면 됩니다,0
11879,아메리카노 한 잔에 얼마죠?,2500원입니다.,0
11880,사이즈업 되나요?,네 가능합니다.,0
11881,두 잔 테이크아웃 할게요.,네.,0
11882,이 쿠폰 쓸 수 있죠?,네.,0
11883,얼마나 걸리나요?,바로 만들어드릴게요.,0
11884,카푸치노 한잔이랑 아메리카노 두잔 주세요.,"네, 뜨거운 음료로 드릴까요?",0
11885,카푸치노는 빅사이즈로 주시고 아메리카노는 스몰로 주시겠어요?,"네, 다른거 더 필요한거 없으세요?",0
11886,얼마나 걸릴까요?,대략 5분정도 걸립니다.,0
11887,음료랑 다 해서 얼마에요?,"14,500원입니다.",0
11888,죄송한데 조각 케이크도 추가해주시겠어요?,"네, 어떤 거로 드릴까요?",0
11889,아메리카노 한잔 주세요.,드시고 가시나요?,0
11890,"네, 텀블러에 담아주실 수 있나요? ",네 그럼요.,0
11891,텀블러 할인 있나요?,네 500원 할인되세요.,0
11892,치즈케익도 하나 주세요.,네 결제 도와드릴게요.,0
11893,삼성페이 되나요?,네 가능하세요.,0
11894,아메리카노 한잔 주문 할 수 있을까요?,"네, 주문 가능합니다.",0
11895,아메리카노는 어떤 종류가 있나요?,디카페인과 기본 아메리카노 2종류 있습니다.,0
11896,디카페인으로 한잔 주문할게요.,결제는 어떻게 도와드릴까요?,0
11897,카카오 페이로 결제 가능한가요?,"네, 가능합니다.",0
11898,포인트 적립 같이 할 수 있나요?,"네, 같이 적립해 드리겠습니다.",0
11899,커피 주문할게요,네 어떤걸로 하시겠습니까,0
11900,네 오늘의 커피로 주세요,네 사이즈는 어떤걸로 주문넣어 드릴까요,0
11901,아 네 제일 양이 적은 숏으로 할게요,아 네 알겠습니다. ,0
11902,근데 오늘의 커피는 무슨커피로 하나요 매번 맛이 다르던데,아 네 오늘은 과테말라 커피입니다,0
11903,아네 제가 젤 좋아하는 커피인데요,오늘 딱 맞게 오셨네요,0
11904,페퍼민트 티 하나주세요.,따뜻한 것으로 드릴가요?,0
11905,사이즈업 되나요?,"아니요, 한 사이즈로만 판매하고 있습니다.",0
11906,머핀은 뭐가 제일 맛있나요?,블루베리 머핀이 잘 나갑니다.,0
11907,그럼 블루베리 머핀도 같이 주세요.,"네, 더 필요한 거 없으신가요?",0
11908,현금 영수증 해주세요.,"네, 번호 찍어주세요.",0
11909,주문하려고 해요.,네 손님. 메뉴는 어떻게 드릴까요?,0
11910,아이스 아메리카노랑 따뜻한 라떼로 주세요.,사이즈는 어떻게 드릴까요?,0
11911,둘 다 톨 사이즈로 주세요.,"여기서 드시고 가나요, 가져가시나요?",0
11912,여기서 먹고 가겠습니다.,요즘 환경정책때문에 머그잔으로 드리도록 하겠습니다.,0
11913,아 그리고 라떼는 우유 좀 적게 주세요.,"네, 모두 다 해서 8,000원 나왔습니다.",0
11914,아아 주문 가능한가요?,네 당연히 가능합니다. ,0
11915,언제 음료가 나오나요?,10분 내로 나갑니다. ,0
11916,혹시 아이리쉬 커피도 판매하나요?,아니요 아이리쉬 커피는 판매하지 않습니다. ,0
11917,캐리어에 넣어 주실 수 있나요?,아뇨 캐리어는 2개 이상부터 가능해요.,0
11918,실내에서 일회용 사용 가능한가요?,아뇨 현재 법적으로 금지하고 있어요.,0
11919,한사람당 한잔씩 시켜야 하나요?,저희 매장은 1인 1잔이 기본입니다.,0
11920,쿠키프라페에 휘핑 들어가있나요?,들어가있습니다.,0
11921,휘핑 빼주실 수 있나요?,당연하죠~,0
11922,그러면 아메리카노 하나랑 쿠키프라페 휘핑빼고 하나주세요,아메리카노 뜨거운건가요?,0
11923,아이스로 주세요,지금은 아이스가 안됩니다.,0
11924,아메리카노 주세요,따듯하게 드릴까요?,0
11925,차갑게 주세요,4천원입니다,0
11926,허니브레드는 얼마에요?,7천원입니다,0
11927,얼마나 걸려요?,10분 정도 걸려요,0
11928,포장도 되나요?,네,0
11929,아이스 아메리카노 한 잔 가능한가요?,네. 가능합니다.,0
11930,헤이즐넛 시럽도 조금넣어 주실 수 있나요?,헤이즐넛 시럽은 500원 추가됩니다.,0
11931,그럼 사이즈업은 얼마 추가인가요?,500원 추가하면 가능합니다.,0
11932,포인트 적립해 주세요.,쿠폰 주시면 도와드리겠습니다.,0
11933,매장에서 테이크아웃잔 사용 가능한가요?,"아뇨, 매장에서는 머그컵만 사용 가능합니다.",0
11934,카페라테 한 잔 주세요,네 카페라떼 컵 사이즈는 뭘로 드릴까요?,0
11935,카페라떼 제일 큰 사이즈로 주세요,네 그럼 카페라떼 톨 사이즈로 드리겠습니다,0
11936,베이글도 하나 부탁드려요,베이글 크림은 어떤 걸로 드릴까요?,0
11937,베이글 크림은 어떤 게 있나요?,어니언 크림이랑 플레인 크림 있습니다,0
11938,어니언 크림으로 부탁드릴게요,네 준비해드리겠습니다,0
11939,아이스 아메리카노 한 잔 주세요,아이스 아메리카노 포장이신가요?,0
11940,아니요 매장에서 먹을게요,머그잔으로 제공해드려도 괜찮을까요?,0
11941,네 그렇게 해주세요,아이스 아메리카노 한 잔에 5000원입니다,0
11942,네 여기 오천 원이요,현금영수증 필요하세요?,0
11943,아니요 현금영수증 괜찮아요,진동벨 울리면 찾으러 오시면 됩니다,0
11944,음료 사이즈 업 가능한가요?,네 가능합니다,0
11945,아이스 아메리카노 사이즈 업해주세요,아이스 아메리카노 4000원입니다,0
11946,아이스 아메리카노에 샷이 몇 개 들어가죠?,아이스 아메리카노에 샷은 세 개 들어갑니다,0
11947,아이스 아메리카노에 샷 하나 더 추가할게요,사이즈 업 아이스 아메리카노에 샷 추가 맞으시죠?,0
11948,네 맞습니다,총 4500원입니다,0
11949,아메리카노 한 잔 주세요,네 아메리카노 어떤 걸로 드릴까요?,0
11950,아이스 아메리카노요,네 아이스 아메리카노로 한 잔 드릴게요,0
11951,음료 한 잔 더 추가되나요?,네 말씀 하세요,0
11952,바닐라라테도 하나 주세요,바닐라라테 따뜻한 거요?,0
11953,네 바닐라라테 따뜻한 걸로 주세요,네 알겠습니다,0
11954,카페라테 한 잔 주세요,카페라테 따뜻한 걸로 드릴까요?,0
11955,네 카페라테 디카페인 되나요?,네 카페라테 디카페인 500원 추가됩니다,0
11956,네 카페라테 디카페인으로 주세요,진동벨이 울리면 받으러 오세요,0
11957,네 감사합니다,따뜻한 카페라테 한 잔 나왔습니다,0
11958,카페라테 디카페인 맞나요?,네 맛있게 드세요,0
11959,자몽에이드 한 잔 얼마에요?,6000원이에요,0
11960,자몽에이드 사이즈업 되나요?,네 자몽에이드 사이즈업 가능해요,0
11961,생크림 케이크는 뭐가 제일 맛있어요?,과일 생크림 케이크가 잘 나가요,0
11962,자몽에이드랑 과일 생크림 케이크 주세요,드시고 가시나요?,0
11963,포장 가능하죠?,네 준비해드릴게요,0
11964,아이스 프라푸치노 주세요,네 아이스 프라푸치노 몇 잔 드릴까요?,0
11965,아이스 프라푸치노 한 잔이요,아이스 프라푸치노 사이즈는 어떻게 드릴까요?,0
11966,아이스 프라푸치노 그란데 사이즈로요,아이스 프라푸치노에 휘핑크림 올려드릴까요?,0
11967,아뇨,매장 안에서 드실 건가요?,0
11968,아뇨,네 멤버십 카드와 결제수단 함께 제시해 주세요,0
11969,새벽에도 영업해요?,24시간 영업하고 있어요,0
11970,아메리카노 한 잔 주세요,음료 사이즈 말씀해주세요,0
11971,아메리카노 라지 사이즈요,추가하실 건 없으세요?,0
11972,네 화장실은 어디에요?,화장실은 복도로 나가시면 보여요,0
11973,와이파이 비밀번호는 뭐예요?,와이파이 비밀번호는 종이에 써져있습니다,0
11974,딸기 스무디 되나요?,지금은 재료가 다 떨어져서 딸기 스무디는 어렵습니다,0
11975,따뜻한 라테 한 잔 주세요,드시고 가시나요?,0
11976,아니요 가져갈게요,네 더 필요하신 건 없으신가요?,0
11977,이 쿠키도 함께 주세요,네 쿠폰 찍어드릴까요?,0
11978,네 찍어주세요,네 주문하신 딸기 스무디와 쿠키 드릴게요,0
11979,시즌 메뉴 오늘도 가능한가요?,네 시즌 메뉴 가능합니다,0
11980,프리퀀시 적립하고 있는데 시즌 메뉴도 하나만 적립되나요?,네 그렇습니다,0
11981,시즌 메뉴와 함께 구성되어 있는 세트 메뉴가 있나요?,네 치즈 케이크와 시즌 메뉴 두 잔으로 구성된 세트 메뉴 있습니다,0
11982,기프티콘도 세트메뉴에 사용 가능한가요?,아니오 세트 메뉴에는 기프티콘 사용이 불가능합니다,0
11983,이 기프티콘으로 대체할 수 있는 시즌 메뉴는 무엇인가요?,기프티콘으로 대체할 수 있는 시즌 메뉴는 없습니다,0
11984,라테에 우유 대신 두유로도 변경 가능한가요?,네 라테에 두유로 변경 가능합니다,0
11985,그럼 두유로 바꿔서 카페라테 두 잔 주세요,카페라테 사이즈는 어떻게 드릴까요?,0
11986,카페라테 라지로 주세요,드시고 가실 건가요?,0
11987,아니요 가져갈 거예요,네 진동벨 울리면 와주세요,0
11988,커피 캐리어도 주실 수 있나요?,네 캐리어에 담아 드릴게요,0
11989,저 따뜻한 아메리카노 한 잔하고 아이스 라테 한 잔 주세요,더 필요한 건 없으시고요?,0
11990,이 치즈케이크도 한 조각 주세요,여기서 드실 건가요?,0
11991,네 먹고 갈 거예요,카드 여기 꽂아 주세요,0
11992,네 몇 분 정도 걸릴까요?,주문이 밀려서 7분 정도 걸릴 거예요,0
11993,네 2층이 넓은가요?,네 2층에 자리 많아요,0
11994,카페인이 들어있지 않은 음료 있나요?,티 음료와 스무디에는 카페인 성분이 들어가지 않습니다,0
11995,스무디 한 잔 주세요,플레인스무디 딸기스무디 키위스무디 중에 선택해 주세요,0
11996,딸기스무디랑 키위스무디는 생과일인가요?,딸기는 냉동 제품이고 키위는 생과일을 사용하고 있습니다,0
11997,그럼 딸기 스무디 하나 주세요,드시고 가시나요?,0
11998,네 매장에서 마실 거예요,머그잔에 드릴게요,0
11999,아메리카노 한 잔이요,아이스 아메리카노로 드릴까요?,0
12000,아니요 아메리카노 뜨거운 걸로 주세요,드시고 가시나요?,0
12001,네 그렇습니다,머그잔 괜찮으세요?,0
12002,네 휴지도 같이 주시겠어요?,네 아메리카노 4000원입니다,0
12003,여기 포인트도 적립되나요?,네 그럼요,0
12004,디카페인 커피도 판매하나요?,네 저희 매장에서는 디카페인과 하프 디카페인 중에 선택하실 수 있습니다,0
12005,디카페인 아이스 아메리카노 한 잔 주세요,디카페인 아이스 아메리카노는 기존 금액에 300원 추가되는데 괜찮으신가요?,0
12006,괜찮습니다,추가로 필요하신 건 없나요?,0
12007,치즈케이크도 한 조각 주세요,네 총 9500원 결제해드리겠습니다,0
12008,영수증 챙겨주세요,결제 완료되셨고 영수증 여기 있습니다,0
12009,커피음료 아닌 것 뭐가 있나요?,스무디와 주스 있습니다,0
12010,주스 어떤 종류 있나요?,딸기주스 바나나주스 파인애플주스가 있습니다,0
12011,딸기 주스로 주세요,네 더 필요한 건 없으세요?,0
12012,당근 케이크 같이 주세요,네 알겠습니다,0
12013,카드 결제할게요,네 카드 받았습니다,0
12014,플랫 화이트가 뭔가요?,플랫 화이트는 카페라테보다 우유 양이 좀 적게 들어갔어요,0
12015,플랫 화이트 한 잔 주세요,신 맛과 고소한 맛 원두 중에 어떤 걸로 드릴까요?,0
12016,고소한 맛 원두로 부탁드릴게요,플랫 화이트 사이즈는 뭘로 하시겠어요?,0
12017,플랫 화이트 라지로 주세요,네,0
12018,얼마인가요?,플랫 화이트 4500원입니다,0
12019,치즈케이크 있나요?,아니요 치즈케이크는 지금 없어요,0
12020,네 레드벨벳 케이크 주세요,음료는 뭘로 드릴까요?,0
12021,아이스 아메리카노 두 잔 주세요,드시고 가시나요?,0
12022,네 먹고 갈 거예요,유리잔 괜찮으세요?,0
12023,네 괜찮아요,네 총 14500원입니다,0
12024,차 종류는 어떤 게 있나요?,차 종류는 루이보스랑 블랙 티 있어요,0
12025,페퍼민트는 없나요?,죄송합니다만 페퍼민트는 방금 전에 다 떨어졌어요,0
12026,카페인이 적고 따뜻한 다른 음료 좀 추천해주세요,루이보스차나 밀크티 종류는 어떠세요?,0
12027,밀크티는 티를 직접 우려서 나오는 건가요?,네 밀크티는 블랙 티를 우려서 만들고 있어요,0
12028,따뜻한 밀크티 주세요,네,0
12029,아이스 아메리카노 한 잔 주문할게요,네 알겠습니다,0
12030,음료 받으려면 얼마나 기다려야 하나요?,10분 정도 기다려 주시면 됩니다,0
12031,치즈 케이크는 지금 없나요?,네 치즈케이크는 지금 다 팔렸습니다,0
12032,티라미슈도 주세요,네 진동벨 울리면 찾으러 오세요,0
12033,앞접시도 주실 수 있으신가요?,네 앞접시도 같이 드리겠습니다,0
12034,아이스 아메리카노 한잔 얼마인가요?,4500원입니다,0
12035,따뜻한 아메리카노 한 잔은 얼마인가요?,4100원입니다,0
12036,그러면 따뜻한 아메리카노 한 잔과 아이스 아메리카노 한 잔 포장해 주세요,네 현금영수증 필요하세요?,0
12037,네 현금영수증 해주세요,현금영수증 번호 눌러주세요,0
12038,현금영수증 번호 눌렀습니다,네 고맙습니다,0
12039,매장 영업 몇 시까지 하나요?,매장 영업 시간은 12시까지라 지금은 테이크아웃만 가능하세요,0
12040,마감 다 하실 때까지 앉아있다 가면 안 되나요?,네 바닥 청소도 해야 해서 죄송합니다,0
12041,아이스 아메리카노 두 잔 주세요,네 총 8000원입니다,0
12042,아이스 아메리카노 한 잔에만 시럽 넣어주세요,네 알겠습니다,0
12043,이 카드로 결제해주세요,네 결제 도와드릴게요,0
12044,와이파이 되나요?,와이파이 암호는 가나다라입니다,0
12045,화장실이 어디예요?,화장실은 2층에 있습니다,0
12046,주문한 게 다 안 나왔어요,주문번호가 몇 번이죠?,0
12047,커피 말고 다른 음료는 없나요?,티와 주스가 있습니다,0
12048,추운데 에어컨을 줄여주시겠어요?,중앙냉방이라 곤란합니다,0
12049,아아에 샷 추가 부탁드려요,네 커피가 많이 진할 수 있는데 괜찮으신가요?,0
12050,네 결제는 삼성페이로 할게요,포인트 적립 카드 있으신가요?,0
12051,네 휴대폰 번호 입력할게요,네 번호 입력해주세요,0
12052,카페는 몇 시까지 하나요?,11시까지 합니다,0
12053,아아에 얼음 많이 넣어주세요,네 다 되면 진동벨로 알려드릴게요,0
12054,아메리카노 기프티콘 사용할 수 있나요?,네 가능하세요,0
12055,아메리카노 기프티콘 사용해주세요,바코드를 앞에 기계에 대어주세요,0
12056,기계 바코드 인식이 잘 안되는데요,제가 해드리겠습니다,0
12057,네 기프티콘 여기 있어요,아메리카노 기프티콘 사용되었습니다,0
12058,감사합니다,픽업은 오른쪽에서 하시면 됩니다,0
12059,오늘의 커피는 뭔가요?,아메리카노와 카페모카입니다,0
12060,카페모카 주세요,휘핑크림 올려드릴까요?,0
12061,아니요 그냥 주세요,카페모카 5천 원입니다,0
12062,카드로 할게요,네 잠시만 기다려주세요,0
12063,빨대는 어디 있나요?,네 이쪽에 있습니다,0
12064,샌드위치랑 카페라테 주세요,커피는 따뜻하게 드릴까요?,0
12065,네 샌드위치도 데워주실 수 있죠?,그럼요,0
12066,물티슈도 챙겨 주세요,네 드시고 가시나요?,0
12067,네,커피는 머그에 준비해 드려도 될까요?,0
12068,네 괜찮아요,준비되면 불러드리겠습니다,0
12069,단체 주문 가능한가요?,물론이죠,0
12070,아이스 아메리카노 30개 주세요,네 단체 주문은 재료 추가 불가능합니다,0
12071,라테 20개 주문할게요,총 50개 주문받았습니다,0
12072,그럼 한 시간 후에 음료 찾으러 오면 될까요?,네 계산 도와드릴게요,0
12073,포인트랑 쿠폰 적립해주세요,다 되셨습니다,0
12074,커피와 조각 케이크 세트로 판매하시나요?,네 있습니다,0
12075,세트 종류가 어떤 게 있죠?,이쪽에서 고르시면 됩니다,0
12076,아메리카노 티라미슈 세트 가격은 어떻게 되죠?,아메리카노 티라미슈 세트 가격은 만 원입니다,0
12077,아메리카노를 카페모카로 변경 가능한가요?,가능합니다만 가격이 천 원 더 올라가게 됩니다,0
12078,그러면 아메리카노 티라미슈 세트에 카페모카로 변경해서 주문하겠습니다,네 잠시만 기다려주세요,0
12079,아이스 아메리카노 되나요?,네 가능합니다,0
12080,얼음량 조절 적게 되나요?,네 가능합니다,0
12081,베이글은 얼마인가요?,베이글은 2000원입니다,0
12082,머핀은 얼마에요?,베이글과 동일하게 2000원입니다,0
12083,베이글과 머핀 전부 주세요,준비해드리겠습니다,0
12084,지금 빙수 되나요?,빙수는 계절메뉴라 지금은 판매하지 않습니다,0
12085,그럼 아메리카노랑 바닐라 라테 주세요,둘 다 아이스인가요?,0
12086,바닐라 라테는 따뜻하게 주세요,네 적립이나 할인되는 카드 있으세요?,0
12087,네 여기 있습니다,손님 지금 15000포인트 있으신데 사용해 드릴까요?,0
12088,아니요 그냥 적립만 해주세요,네 적립되셨습니다,0
12089,기프트카드 포인트 결제되나요?,네 됩니다,0
12090,혹시 기존 카드로 통합 시킬 수도 있나요?,네 합쳐 드릴까요?,0
12091,네 합쳐주시고 아이스 아메리카노 한잔 주세요,드시고 가실 건가요?,0
12092,먹고 갈 건데 혹시 일회용 컵에 담아주실 수 있을까요?,매장에서 드실 거면 머그컵에 드리도록 되어있습니다,0
12093,마시다 나갈 거니 일회용 컵에 담아주실 수는 없을까요?,네 일회용 컵에 담아 드리겠습니다,0
12094,아메리카노 하나 주세요,따뜻한 걸로 드릴까요?,0
12095,아니요 아이스로 주세요,레귤러 사이즈로 괜찮으세요?,0
12096,네 괜찮습니다,매장에서 드시고 가시나요?,0
12097,테이크 아웃으로 부탁드립니다,결제는 이쪽에서 도와드릴게요,0
12098,네 알겠습니다,준비가 되면 불러 드릴게요,0
12099,초코 라테 한잔 주세요,휘핑크림 올려드릴까요,0
12100,네 많이 올려주세요,알겠습니다,0
12101,혹시 테이크 아웃 잔에 받을 수 있나요,테이크 아웃하시는 건가요,0
12102,아니요 여기서 먹을 건데요,그러면 머그잔에 드려야 합니다,0
12103,그럼 그렇게 주세요,진동벨 울리면 찾으러 오세요,0
12104,아메리카노 한 잔 주세요,따뜻한 것과 아이스 중에 무엇을 드릴까요?,0
12105,아이스로 주세요,네 시럽 넣어드릴까요?,0
12106,아니요 시럽은 빼주세요,네 드시고 가실 건가요?,0
12107,아니요 테이크 아웃이요,네 1500원 결제 도와드리겠습니다,0
12108,여기 카드로 결제해주세요,네 알겠습니다,0
12109,아메리카노 두 잔이랑 치즈케이크 한 개 주세요,아메리카노 두 잔 치즈케이크 한 개 주문 도와드리면 될까요?,0
12110,아메리카노 하나는 샷 추가해주세요,아메리카노는 둘 다 따뜻한 걸로 드릴까요?,0
12111,네 따뜻하게 해주세요,다해서 10900원입니다,0
12112,쿠폰 찍어주세요,네 찍어드릴게요,0
12113,현금영수증도 해주시죠?,네 영수증 드릴게요,0
12114,주문할게요,어떤 거 드릴까요,0
12115,아메리카노 따뜻한 거 라지 사이즈로 주세요,다른 건 필요 없으신가요?,0
12116,티라미수 케이크도 주세요,적립카드 있으신가요?,0
12117,번호로 할게요,주차는 하셨나요,0
12118,주차 안 했어요,진동벨로 알려드리겠습니다,0
12119,팥빙수 파나요?,팥빙수는 계절음식이라 지금은 안되세요,0
12120,자몽차는 있나요?,네 자몽차는 있습니다,0
12121,그럼 자몽차 한잔 주세요,따뜻하게 드릴까요?,0
12122,네,영수증 드릴까요?,0
12123,아니요 버려주세요,와이파이 비밀번호는 테이블에 적혀있습니다,0
12124,저번에 와서 먹은 미숫가루 라테가 오늘은 없네요?,네 그건 시즌 한정 메뉴라 겨울에는 판매하지 않습니다,0
12125,그럼 겨울 메뉴로는 뭐가 맛있나요?,겨울엔 감귤 라테가 제일 많이 나가요,0
12126,사이드 메뉴 중엔 맛있는 게 뭔가요?,인절미 쏙쏙 붕어빵이 인기에요,0
12127,그럼 감귤 라테 2잔이랑 인절미 쏙쏙 붕어빵 2개 주세요,드시고 가시나요?,0
12128,네 결제는 카드로 할게요,네 결제 완료되었습니다,0
12129,아메리카노 한잔 주세요,따뜻한 걸로 드릴까요?,0
12130,아이스 아메리카노로 주세요,아이스 아메리카노 한잔 주문 도와드리겠습니다,0
12131,초코머핀도 하나 추가해주세요,초코머핀 어떤 걸로 드릴까요?,0
12132,화이트로 부탁해요,아이스 아메리카노 한잔 화이트초코머핀 1개 주문 도와드리겠습니다,0
12133,얼마예요?,총 7000원입니다,0
12134,아메리카노 한 잔이랑 바닐라 라테 한 잔 주세요,둘 다 따뜻한 거 맞으세요?,0
12135,아니요 아메리카노는 아이스로 주세요,네 음료 사이즈는 어떤 걸로 하시겠어요?,0
12136,둘 다 스몰 사이즈로 할게요,네 결제는 어떤 것으로 도와드릴까요?,0
12137,기프티콘으로 결제할게요,네 그럼 쿠폰 저에게 보여주세요,0
12138,여기 쿠폰이요,네 고객님 결제 완료되었습니다,0
12139,녹차라테 1잔 주세요,따뜻한 걸로 드릴까요?,0
12140,네 따뜻한 걸로 주세요,드시고 가시나요?,0
12141,네 여기서 먹고 갈 거예요,그럼 머그잔에 드릴게요,0
12142,혹시 휘핑크림 추가되나요?,네 500원 추가하시면 추가돼요,0
12143,네 그럼 휘핑크림 추가해서 주세요,네 녹차라테에 휘핑크림 추가해서 4500원입니다,0
12144,브레드 종류는 뭐가 있나요?,허니 브레드와 갈릭 치즈 브레드가 있습니다,0
12145,생크림이 올라가는 건 어떤 건가요?,허니 브레드입니다,0
12146,갈릭 치즈 브레드에 생크림을 올려주실 수는 없나요?,500원의 추가 비용이 발생되는데 괜찮으세요?,0
12147,네 그렇게 만들어 주세요,더 필요한 건 없으세요?,0
12148,아이스 바닐라 라테도 한 잔 주세요,네 진동벨이 울리면 픽업대로 와주세요,0
12149,라테 한 잔에 얼마인가요?,5000원입니다,0
12150,마카롱은 남아있나요?,오늘은 다 팔렸어요,0
12151,그러면 스콘 하나랑 라테 한 잔 주세요,네 적립 쿠폰 주시면 적립해드릴게요,0
12152,혹시 적립 쿠폰으로 커피 계산할 수 있나요?,네 됩니다,0
12153,그러면 커피는 쿠폰으로 스콘은 카드로 계산해주세요,알겠습니다,0
12154,아이스 아메리카노에 얼음 조금 덜 넣어주실 수 있나요?,네 또 더 필요한 거 있으세요?,0
12155,네 블루베리 스무디 1개 더 추가로 주세요,드시고 가시나요?,0
12156,아니요 테이크아웃이요,네 포인트 적립하시나요,0
12157,아니요 기프티콘으로 결제할게요,저한테 보여주시고 제가 확인 버튼 누르면 돼요,0
12158,여기 있습니다,네 확인되셨고 차례되면 진동벨 울리실 거예요,0
12159,핫초코 파나요?,네 4500원입니다,0
12160,핫초코 한잔 아메리카노 한잔하면 얼마인가요?,9500원입니다,0
12161,사이즈업 되나요?,아메리카노만 사이즈업 가능하십니다,0
